,name,released_date,rating,votes,score
4626,It's All Gone Pete Tong,2005-05-27,R,20000.0,7.3
4627,Catch That Kid,2004-02-06,PG,9800.0,5.2
4628,Lakshya,2004-06-18,Not Rated,22000.0,7.9
4629,Main Hoon Na,2004-04-30,Not Rated,33000.0,7.0
4630,Tae Guk Gi: The Brotherhood of War,2004-09-24,R,38000.0,8.0
4631,Lila dit ça,2005-01-26,R,4800.0,6.9
4632,Five Times Two,2004-09-01,R,9100.0,6.6
4633,She Hate Me,2004-07-30,R,7500.0,5.3
4634,Mind Game,2005-06-26,TV-MA,8700.0,7.8
4635,As It Is in Heaven,2004-09-03,Not Rated,17000.0,7.5
4636,Palindromes,2005-01-21,Not Rated,12000.0,6.7
4637,Dhoom,2004-08-27,Not Rated,19000.0,6.7
4638,Welcome to Mooseport,2004-02-20,PG-13,12000.0,5.2
4639,Ghost in the Shell 2: Innocence,2004-09-24,PG-13,37000.0,7.5
4640,Clifford's Really Big Movie,2004-04-23,G,822.0,5.4
4641,Summer Storm,2004-09-02,R,14000.0,7.2
4642,Melinda and Melinda,2005-04-08,PG-13,31000.0,6.4
4643,Harry Potter and the Goblet of Fire,2005-11-18,PG-13,566000.0,7.7
4644,The 40-Year-Old Virgin,2005-08-19,R,407000.0,7.1
4645,Memoirs of a Geisha,2005-12-23,PG-13,141000.0,7.3
4646,Pride & Prejudice,2005-11-23,PG,269000.0,7.8
4647,Batman Begins,2005-06-15,PG-13,1300000.0,8.2
4648,The Descent,2006-08-04,R,207000.0,7.2
4649,Brokeback Mountain,2006-01-13,R,333000.0,7.7
4650,Sin City,2005-04-01,R,745000.0,8.0
4651,Charlie and the Chocolate Factory,2005-07-15,PG,441000.0,6.6
4652,V for Vendetta,2006-03-17,R,1100000.0,8.1
4653,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-09,PG,375000.0,6.9
4654,Wedding Crashers,2005-07-15,R,339000.0,6.9
4655,War of the Worlds,2005-06-29,PG-13,424000.0,6.5
4656,Kingdom of Heaven,2005-05-06,R,272000.0,7.2
4657,Constantine,2005-02-18,R,317000.0,7.0
4658,Star Wars: Episode III - Revenge of the Sith,2005-05-19,PG-13,729000.0,7.5
4659,King Kong,2005-12-14,PG-13,403000.0,7.2
4660,The Hitchhiker's Guide to the Galaxy,2005-04-29,PG,190000.0,6.7
4661,Fantastic Four,2005-07-08,PG-13,316000.0,5.7
4662,Green Street Hooligans,2005-09-09,R,144000.0,7.4
4663,Serenity,2005-09-30,PG-13,287000.0,7.8
4664,Mr. & Mrs. Smith,2005-06-10,PG-13,461000.0,6.5
4665,The Island,2005-07-22,PG-13,304000.0,6.8
4666,Waiting...,2005-10-07,R,93000.0,6.7
4667,Match Point,2006-01-20,R,209000.0,7.6
4668,Hostel,2006-01-06,R,172000.0,5.9
4669,Sky High,2005-07-29,PG,81000.0,6.2
4670,Assault on Precinct 13,2005-01-19,R,75000.0,6.3
4671,Madagascar,2005-05-27,PG,376000.0,6.9
4672,Hard Candy,2006-04-28,R,156000.0,7.1
4673,The Sisterhood of the Traveling Pants,2005-06-01,PG,56000.0,6.5
4674,The Longest Yard,2005-05-27,PG-13,167000.0,6.4
4675,Red Eye,2005-08-19,PG-13,115000.0,6.5
4676,House of Wax,2005-05-06,R,118000.0,5.4
4677,Four Brothers,2005-07-01,R,138000.0,6.8
4678,The Dukes of Hazzard,2005-08-05,PG-13,76000.0,5.1
4679,The Interpreter,2005-04-22,PG-13,101000.0,6.4
4680,Walk the Line,2005-11-18,PG-13,239000.0,7.8
4681,Lords of Dogtown,2005-06-03,PG-13,53000.0,7.1
4682,Munich,2006-01-06,R,216000.0,7.5
4683,Kiss Kiss Bang Bang,2005-11-18,R,219000.0,7.5
4684,The Constant Gardener,2005-08-31,R,135000.0,7.4
4685,The Pacifier,2005-03-04,PG,90000.0,5.6
4686,A History of Violence,2005-09-30,R,228000.0,7.4
4687,The Devil's Rejects,2005-07-22,R,95000.0,6.8
4688,Hitch,2005-02-11,PG-13,301000.0,6.6
4689,Mirrormask,2006-03-03,PG,22000.0,6.8
4690,Rent,2005-11-23,PG-13,49000.0,6.9
4691,Robots,2005-03-11,PG,137000.0,6.3
4692,Jarhead,2005-11-04,R,179000.0,7.0
4693,Into the Blue,2005-09-30,PG-13,74000.0,5.9
4694,Saw II,2005-10-28,R,239000.0,6.6
4695,Revolver,2005-09-22,R,92000.0,6.4
4696,Flightplan,2005-09-23,PG-13,155000.0,6.3
4697,Coach Carter,2005-01-14,PG-13,133000.0,7.3
4698,Dark Water,2005-07-08,PG-13,60000.0,5.6
4699,Lord of War,2005-09-16,R,300000.0,7.6
4700,Zathura: A Space Adventure,2005-11-11,PG,97000.0,6.2
4701,The Quiet,2006-08-25,R,16000.0,6.2
4702,The Amityville Horror,2005-04-15,R,107000.0,6.0
4703,Be Cool,2005-03-04,PG-13,68000.0,5.6
4704,Just Friends,2005-11-23,PG-13,109000.0,6.2
4705,"Yours, Mine & Ours",2005-11-23,PG,27000.0,5.5
4706,Cinderella Man,2005-06-03,PG-13,179000.0,8.0
4707,Nanny McPhee,2006-01-27,PG,70000.0,6.6
4708,The Brothers Grimm,2005-08-26,PG-13,118000.0,5.9
4709,Sahara,2005-04-08,PG-13,94000.0,6.0
4710,Corpse Bride,2005-09-23,PG,251000.0,7.3
4711,Transporter 2,2005-09-02,R,195000.0,6.3
4712,Two for the Money,2005-10-07,R,44000.0,6.3
4713,The New World,2006-01-20,PG-13,84000.0,6.7
4714,Brick,2006-04-14,R,103000.0,7.3
4715,Wolf Creek,2005-12-25,R,69000.0,6.2
4716,Breakfast on Pluto,2006-01-06,R,21000.0,7.2
4717,The Exorcism of Emily Rose,2005-09-09,PG-13,122000.0,6.7
4718,Elektra,2005-01-14,PG-13,89000.0,4.7
4719,Doom,2005-10-21,R,110000.0,5.2
4720,The Legend of Zorro,2005-10-28,PG,95000.0,6.0
4721,Cheaper by the Dozen 2,2005-12-21,PG,56000.0,5.5
4722,Æon Flux,2005-12-02,PG-13,125000.0,5.5
4723,Son of the Mask,2005-02-18,PG,53000.0,2.2
4724,Rumor Has It...,2005-12-25,PG-13,55000.0,5.5
4725,The Producers,2005-12-25,PG-13,42000.0,6.3
4726,The Ringer,2005-12-23,PG-13,36000.0,5.8
4727,Kicking & Screaming,2005-05-13,PG,37000.0,5.6
4728,The Cave,2005-08-26,PG-13,36000.0,5.1
4729,Lady Vengeance,2005-07-29,R,74000.0,7.6
4730,Broken Flowers,2005-08-26,R,100000.0,7.2
4731,Fun with Dick and Jane,2005-12-21,PG-13,139000.0,6.2
4732,Imagine Me & You,2006-05-25,R,31000.0,6.8
4733,The Family Stone,2005-12-16,PG-13,63000.0,6.3
4734,Just Like Heaven,2005-09-16,PG-13,101000.0,6.7
4735,Capote,2006-02-03,R,128000.0,7.3
4736,The Skeleton Key,2005-08-12,PG-13,108000.0,6.5
4737,The Squid and the Whale,2005-12-16,R,80000.0,7.3
4738,Land of the Dead,2005-06-24,R,93000.0,6.2
4739,Man of the House,2005-02-25,PG-13,23000.0,5.4
4740,Elizabethtown,2005-10-14,PG-13,68000.0,6.4
4741,Chicken Little,2005-11-04,G,88000.0,5.7
4742,Monster-in-Law,2005-05-13,PG-13,58000.0,5.6
4743,Domino,2005-10-14,R,65000.0,5.9
4744,The Ring Two,2005-03-18,PG-13,93000.0,5.4
4745,London,2006-02-10,R,23000.0,6.5
4746,Deuce Bigalow: European Gigolo,2005-08-12,R,49000.0,4.7
4747,Harsh Times,2006-11-10,R,64000.0,6.9
4748,Diary of a Mad Black Woman,2005-02-25,PG-13,14000.0,5.8
4749,Herbie Fully Loaded,2005-06-22,G,46000.0,4.8
4750,Wallace & Gromit: The Curse of the Were-Rabbit,2005-10-07,G,128000.0,7.4
4751,Casanova,2006-01-06,R,53000.0,6.5
4752,The Jacket,2005-03-04,R,110000.0,7.1
4753,The Wedding Date,2005-02-04,PG-13,50000.0,6.2
4754,Thank You for Smoking,2006-04-14,R,215000.0,7.6
4755,Hide and Seek,2005-01-28,R,83000.0,6.0
4756,Cursed,2005-02-25,PG-13,31000.0,5.0
4757,Miss Congeniality 2: Armed & Fabulous,2005-03-24,PG-13,71000.0,5.1
4758,Bad News Bears,2005-07-22,PG-13,21000.0,5.8
4759,Fever Pitch,2005-04-08,PG-13,43000.0,6.2
4760,Kinky Boots,2006-05-26,PG-13,19000.0,7.1
4761,xXx: State of the Union,2005-04-29,PG-13,68000.0,4.5
4762,Syriana,2005-12-09,R,127000.0,6.9
4763,North Country,2005-10-21,R,41000.0,7.3
4764,Derailed,2005-11-11,R,72000.0,6.6
4765,Romance & Cigarettes,2006-03-03,R,12000.0,6.2
4766,The Perfect Man,2005-06-17,PG,29000.0,5.5
4767,Unleashed,2005-05-13,R,100000.0,7.0
4768,Hostage,2005-03-11,R,108000.0,6.5
4769,The Greatest Game Ever Played,2005-09-30,PG,29000.0,7.4
4770,Caché (Hidden),2006-02-17,R,76000.0,7.3
4771,Get Rich or Die Tryin',2005-11-09,R,45000.0,5.4
4772,Bewitched,2005-06-24,PG-13,70000.0,4.8
4773,Hoodwinked,2006-01-13,PG,58000.0,6.4
4774,Adam's Apples,2005-04-15,R,47000.0,7.8
4775,BloodRayne,2006-01-06,R,34000.0,2.9
4776,The Three Burials of Melquiades Estrada,2006-02-24,R,39000.0,7.4
4777,Feast,2007-01-18,R,30000.0,6.3
4778,Goal! The Dream Begins,2006-05-12,PG,61000.0,6.7
4779,The Notorious Bettie Page,2006-05-05,R,11000.0,6.5
4780,Man-Thing,2005-04-21,R,6100.0,4.0
4781,"Good Night, and Good Luck.",2005-11-04,PG,95000.0,7.4
4782,Ice Princess,2005-03-18,G,26000.0,6.0
4783,A Lot Like Love,2005-04-22,PG-13,68000.0,6.6
4784,Cry Wolf,2005-09-16,PG-13,26000.0,5.8
4785,The Proposition,2006-06-09,R,51000.0,7.3
4786,The World's Fastest Indian,2006-03-24,PG-13,53000.0,7.8
4787,Stealth,2005-07-29,PG-13,52000.0,5.1
4788,Hustle & Flow,2005-07-22,R,39000.0,7.3
4789,The Matador,2006-01-27,R,44000.0,6.7
4790,In Her Shoes,2005-10-07,PG-13,60000.0,6.4
4791,The Fog,2005-10-14,PG-13,35000.0,3.7
4792,Because of Winn-Dixie,2005-02-18,PG,11000.0,6.3
4793,Where the Truth Lies,2005-10-07,Unrated,17000.0,6.5
4794,Must Love Dogs,2005-07-29,PG-13,31000.0,5.9
4795,Guess Who,2005-03-25,PG-13,41000.0,5.9
4796,The Ballad of Jack and Rose,2005-04-08,R,11000.0,6.6
4797,Stay,2005-10-21,R,77000.0,6.8
4798,The Great Raid,2005-08-12,R,21000.0,6.7
4799,Venom,2005-09-16,R,9700.0,4.6
4800,Tideland,2006-08-11,R,32000.0,6.5
4801,Roll Bounce,2005-09-23,PG-13,6800.0,6.2
4802,Alone in the Dark,2005-01-28,R,42000.0,2.4
4803,An American Haunting,2006-05-05,PG-13,25000.0,5.1
4804,Supercross,2005-08-17,PG-13,4400.0,4.3
4805,Oliver Twist,2005-09-30,PG-13,32000.0,6.8
4806,White Noise,2005-01-07,PG-13,48000.0,5.5
4807,Are We There Yet?,2005-01-21,PG,30000.0,4.7
4808,The Protector,2006-09-08,R,36000.0,7.1
4809,Proof,2005-10-07,PG-13,44000.0,6.7
4810,Last Days,2005-05-13,R,22000.0,5.8
4811,Racing Stripes,2005-01-14,PG,16000.0,5.2
4812,A Sound of Thunder,2005-09-02,PG-13,19000.0,4.2
4813,The Weather Man,2005-10-28,R,78000.0,6.5
4814,Keeping Mum,2006-10-06,R,34000.0,6.8
4815,Angel-A,2005-12-21,R,33000.0,7.1
4816,An Unfinished Life,2005-09-16,PG-13,29000.0,7.0
4817,Boogeyman,2005-02-04,PG-13,30000.0,4.2
4818,Fierce People,2007-11-30,R,6600.0,6.5
4819,Asylum,2005-09-09,R,4900.0,6.1
4820,Me and You and Everyone We Know,2005-08-05,R,36000.0,7.3
4821,Transamerica,2006-03-03,R,41000.0,7.4
4822,The Lost City,2006-05-26,R,9300.0,6.6
4823,Beauty Shop,2005-03-30,PG-13,17000.0,5.6
4824,The Upside of Anger,2005-04-01,R,21000.0,6.8
4825,The Chumscrubber,2006-10-05,R,18000.0,6.9
4826,The Man,2005-09-09,PG-13,25000.0,5.6
4827,Valiant,2005-08-19,G,22000.0,5.5
4828,Prime,2005-10-28,PG-13,40000.0,6.2
4829,Manderlay,2005-06-03,Not Rated,23000.0,7.3
4830,Junebug,2005-09-16,R,22000.0,6.9
4831,Dominion,2005-08-01,R,11000.0,5.2
4832,Battle in Heaven,2005-10-26,Unrated,6100.0,5.6
4833,Little Manhattan,2006-01-05,PG,23000.0,7.5
4834,Dreamer,2005-10-21,PG,12000.0,6.8
4835,Black,2005-02-04,Not Rated,34000.0,8.2
4836,Factotum,2005-04-29,R,14000.0,6.6
4837,Beowulf & Grendel,2006-03-09,R,18000.0,5.8
4838,Joyeux Noel,2005-11-09,PG-13,28000.0,7.7
4839,Dirty Love,2006-05-05,R,6800.0,3.6
4840,Everything Is Illuminated,2005-11-04,PG-13,57000.0,7.4
4841,Thumbsucker,2005-10-07,R,21000.0,6.6
4842,Rebound,2005-07-01,PG,13000.0,5.2
4843,The Departed,2006-10-06,R,1200000.0,8.5
4844,The Fast and the Furious: Tokyo Drift,2006-06-16,PG-13,252000.0,6.0
4845,Talladega Nights: the Ballad of Ricky Bobby,2006-08-04,PG-13,172000.0,6.6
4846,The Prestige,2006-10-20,PG-13,1200000.0,8.5
4847,Cars,2006-06-09,G,381000.0,7.1
4848,300,2007-03-09,R,750000.0,7.6
4849,The Devil Wears Prada,2006-06-30,PG-13,385000.0,6.9
4850,Casino Royale,2006-11-17,PG-13,594000.0,8.0
4851,Pan's Labyrinth,2007-01-19,R,631000.0,8.2
4852,Pirates of the Caribbean: Dead Man's Chest,2006-07-07,PG-13,668000.0,7.3
4853,Idiocracy,2007-01-25,R,150000.0,6.6
4854,Apocalypto,2006-12-08,R,297000.0,7.8
4855,She's the Man,2006-03-17,PG-13,149000.0,6.3
4856,Little Children,2007-02-09,R,107000.0,7.5
4857,Children of Men,2007-01-05,R,474000.0,7.9
4858,The Da Vinci Code,2006-05-19,PG-13,410000.0,6.6
4859,The Pursuit of Happyness,2006-12-15,PG-13,465000.0,8.0
4860,Little Miss Sunshine,2006-08-18,R,450000.0,7.8
4861,The Last King of Scotland,2007-01-19,R,179000.0,7.7
4862,Blood Diamond,2006-12-08,R,511000.0,8.0
4863,The Lives of Others,2007-03-30,R,368000.0,8.4
4864,Night at the Museum,2006-12-22,PG,323000.0,6.4
4865,Mission: Impossible III,2006-05-05,PG-13,337000.0,6.9
4866,Marie Antoinette,2006-10-20,PG-13,104000.0,6.5
4867,Inside Man,2006-03-24,R,350000.0,7.6
4868,Running Scared,2006-02-24,R,98000.0,7.3
4869,Accepted,2006-08-18,PG-13,127000.0,6.4
4870,Superman Returns,2006-06-28,PG-13,274000.0,6.0
4871,Slither,2006-03-31,R,76000.0,6.5
4872,Nacho Libre,2006-06-16,PG,83000.0,5.8
4873,The Covenant,2006-09-08,PG-13,48000.0,5.3
4874,The Hills Have Eyes,2006-03-10,R,162000.0,6.4
4875,The Fountain,2006-11-22,PG-13,232000.0,7.2
4876,X-Men: the Last Stand,2006-05-26,PG-13,491000.0,6.7
4877,Underworld: Evolution,2006-01-20,R,193000.0,6.7
4878,Click,2006-06-23,PG-13,313000.0,6.4
4879,The Holiday,2006-12-08,PG-13,258000.0,6.9
4880,Silent Hill,2006-04-21,R,217000.0,6.5
4881,Basic Instinct 2,2006-03-31,R,38000.0,4.3
4882,The Black Dahlia,2006-09-15,R,72000.0,5.6
4883,Perfume: The Story of a Murderer,2007-01-05,R,239000.0,7.5
4884,Lucky Number Slevin,2006-04-07,R,303000.0,7.7
4885,Smokin' Aces,2007-01-26,R,140000.0,6.7
4886,This Is England,2007-04-27,Not Rated,117000.0,7.7
4887,Cashback,2008-05-09,R,84000.0,7.1
4888,Deja Vu,2006-11-22,PG-13,298000.0,7.0
4889,Grandma's Boy,2006-01-06,R,79000.0,7.0
4890,RV,2006-04-28,PG,57000.0,5.5
4891,Tenacious D in the Pick of Destiny,2006-11-22,R,104000.0,6.8
4892,Black Book,2007-05-18,R,74000.0,7.7
4893,Stick It,2006-04-28,PG-13,27000.0,6.4
4894,Step Up,2006-08-11,PG-13,113000.0,6.5
4895,The Host,2007-03-30,R,112000.0,7.1
4896,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006-11-03,R,387000.0,7.3
4897,Snakes on a Plane,2006-08-18,R,134000.0,5.4
4898,Lady in the Water,2006-07-21,PG-13,96000.0,5.5
4899,Crank,2006-09-01,R,239000.0,6.9
4900,The Illusionist,2006-09-01,PG-13,360000.0,7.6
4901,Over the Hedge,2006-05-19,PG,164000.0,6.7
4902,Final Destination 3,2006-02-10,R,133000.0,5.8
4903,Stranger Than Fiction,2006-11-10,PG-13,222000.0,7.5
4904,Alpha Dog,2007-01-12,R,100000.0,6.9
4905,Aquamarine,2006-03-03,PG,39000.0,5.4
4906,Scary Movie 4,2006-04-14,PG-13,116000.0,5.1
4907,The Fall,2008-05-30,R,109000.0,7.9
4908,John Tucker Must Die,2006-07-28,PG-13,81000.0,5.8
4909,The Good Shepherd,2006-12-22,R,100000.0,6.7
4910,Rocky Balboa,2006-12-20,PG,208000.0,7.1
4911,Eragon,2006-12-15,PG,123000.0,5.1
4912,Dreamgirls,2006-12-25,PG-13,71000.0,6.5
4913,The Queen,2006-11-17,PG-13,106000.0,7.3
4914,Babel,2006-11-10,R,293000.0,7.4
4915,A Good Year,2006-11-10,PG-13,91000.0,7.0
4916,Miami Vice,2006-07-28,R,112000.0,6.0
4917,Saw III,2006-10-27,R,183000.0,6.2
4918,Happy Feet,2006-11-17,PG,174000.0,6.4
4919,The Texas Chainsaw Massacre: the Beginning,2006-10-06,R,69000.0,5.8
4920,Black Snake Moan,2007-03-02,R,62000.0,6.9
4921,Paprika,2007-06-22,R,75000.0,7.7
4922,Monster House,2006-07-21,PG,106000.0,6.6
4923,Scoop,2006-07-28,PG-13,82000.0,6.6
4924,World Trade Center,2006-08-09,PG-13,79000.0,5.9
4925,Employee of the Month,2006-10-06,PG-13,46000.0,5.5
4926,Little Man,2006-07-14,PG-13,52000.0,4.5
4927,The Benchwarmers,2006-04-07,PG-13,49000.0,5.5
4928,Poseidon,2006-05-12,PG-13,100000.0,5.7
4929,Flushed Away,2006-11-03,PG,117000.0,6.6
4930,The Guardian,2006-09-29,PG-13,89000.0,6.9
4931,Rescue Dawn,2007-07-27,PG-13,103000.0,7.3
4932,When a Stranger Calls,2006-02-03,PG-13,44000.0,5.1
4933,A Scanner Darkly,2006-07-28,R,108000.0,7.1
4934,DOA: Dead or Alive,2007-06-15,PG-13,44000.0,4.8
4935,Shortbus,2006-10-20,Not Rated,32000.0,6.4
4936,Catch and Release,2007-01-26,PG-13,25000.0,6.0
4937,The Break-Up,2006-06-02,PG-13,128000.0,5.8
4938,Tell No One,2006-11-01,Not Rated,52000.0,7.5
4939,United 93,2006-04-28,R,100000.0,7.6
4940,The Pink Panther,2006-02-10,PG,83000.0,5.7
4941,Letters from Iwo Jima,2007-02-02,R,156000.0,7.9
4942,Southland Tales,2007-12-07,R,38000.0,5.4
4943,Inland Empire,2007-02-07,R,55000.0,6.9
4944,Flags of Our Fathers,2006-10-20,R,119000.0,7.1
4945,Failure to Launch,2006-03-10,PG-13,76000.0,5.6
4946,Clerks II,2006-07-21,R,131000.0,7.3
4947,16 Blocks,2006-03-03,PG-13,128000.0,6.6
4948,My Super Ex-Girlfriend,2006-07-21,PG-13,63000.0,5.1
4949,Tristan + Isolde,2006-01-13,PG-13,51000.0,6.8
4950,The Lake House,2006-06-16,PG,143000.0,6.8
4951,The Wicker Man,2006-09-01,PG-13,65000.0,3.7
4952,Open Season,2006-09-29,PG,89000.0,6.1
4953,Charlotte's Web,2006-12-15,G,39000.0,6.3
4954,Candy,2006-05-25,R,44000.0,7.2
4955,The Omen,2006-06-06,R,57000.0,5.5
4956,The Wind that Shakes the Barley,2007-03-23,Not Rated,48000.0,7.5
4957,Penelope,2008-02-29,PG,61000.0,6.7
4958,Ice Age: the Meltdown,2006-03-31,PG,262000.0,6.8
4959,Beerfest,2006-08-25,R,65000.0,6.3
4960,Stay Alive,2006-03-24,PG-13,31000.0,5.1
4961,Bug,2007-05-25,R,34000.0,6.1
4962,Turistas,2006-12-01,R,37000.0,5.4
4963,Notes on a Scandal,2007-01-26,R,76000.0,7.4
4964,"Paris, je t'aime",2007-06-15,R,71000.0,7.2
4965,Volver,2007-01-26,R,97000.0,7.6
4966,Seraphim Falls,2007-04-13,R,30000.0,6.7
4967,Invincible,2006-08-25,PG,68000.0,7.1
4968,Firewall,2006-02-10,PG-13,57000.0,5.8
4969,The Exterminating Angels,2006-09-13,Not Rated,3100.0,5.4
4970,Hatchet,2010-04-02,R,30000.0,5.7
4971,We Are Marshall,2006-12-22,PG,59000.0,7.1
4972,Just My Luck,2006-05-12,PG-13,55000.0,5.4
4973,Madea's Family Reunion,2006-02-24,PG-13,11000.0,5.3
4974,The Marine,2006-10-13,PG-13,33000.0,4.7
4975,The Painted Veil,2007-01-19,PG-13,90000.0,7.5
4976,Let's Go to Prison,2006-11-17,R,24000.0,6.0
4977,Ultraviolet,2006-03-03,PG-13,80000.0,4.4
4978,Factory Girl,2007-02-16,R,21000.0,6.4
4979,Akeelah and the Bee,2006-04-28,PG,19000.0,7.4
4980,Sixty Six,2006-11-03,PG-13,2900.0,6.7
4981,The Ultimate Gift,2007-03-09,PG,18000.0,7.3
4982,Barnyard,2006-08-04,PG,29000.0,5.6
4983,Arthur and the Invisibles,2007-01-12,PG,34000.0,6.0
4984,Zoom,2006-08-11,PG,19000.0,4.4
4985,Eight Below,2006-02-17,PG,62000.0,7.3
4986,Curse of the Golden Flower,2007-01-12,R,43000.0,7.0
4987,Reprise,2006-09-08,R,9800.0,7.3
4988,Date Movie,2006-02-17,PG-13,58000.0,2.8
4989,Flyboys,2006-09-22,PG-13,42000.0,6.5
4990,Find Me Guilty,2006-03-17,R,33000.0,7.0
4991,"You, Me and Dupree",2006-07-14,PG-13,79000.0,5.6
4992,Curious George,2006-02-10,G,16000.0,6.5
4993,Tales from Earthsea,2006-07-29,PG-13,37000.0,6.4
4994,Flicka,2006-10-20,PG,7600.0,6.1
4995,After the Wedding,2007-05-11,R,33000.0,7.7
4996,Glory Road,2006-01-13,PG,44000.0,7.2
4997,Black Christmas,2006-12-25,R,25000.0,4.6
4998,Wristcutters: A Love Story,2007-11-02,R,54000.0,7.3
4999,See No Evil,2006-05-19,R,26000.0,5.1
5000,Last Holiday,2006-01-13,PG-13,30000.0,6.5
5001,Friends with Money,2006-04-21,R,29000.0,5.8
5002,All the King's Men,2006-09-22,PG-13,24000.0,6.2
5003,Hollywoodland,2006-09-08,R,33000.0,6.5
5004,"OSS 117: Cairo, Nest of Spies",2008-05-09,Not Rated,19000.0,7.1
5005,ATL,2006-03-31,PG-13,11000.0,6.2
5006,Stormbreaker,2006-10-13,PG,24000.0,5.1
5007,Fearless,2006-09-22,PG-13,74000.0,7.6
5008,Behind the Mask: The Rise of Leslie Vernon,2006-10-13,R,22000.0,6.7
5009,Bobby,2006-11-23,R,41000.0,7.0
5010,Half Nelson,2006-09-22,R,85000.0,7.2
5011,The Wild,2006-04-14,G,25000.0,5.2
5012,Infamous,2006-10-13,R,17000.0,7.1
5013,Black Sheep,2007-03-29,Not Rated,40000.0,5.8
5014,Take the Lead,2006-04-07,PG-13,25000.0,6.6
5015,Gridiron Gang,2006-09-15,PG-13,58000.0,6.9
5016,The Ant Bully,2006-07-28,PG,38000.0,5.8
5017,Fur: an Imaginary Portrait of Diane Arbus,2006-10-20,R,15000.0,6.4
5018,Rang De Basanti,2006-01-26,Not Rated,115000.0,8.1
5019,Peaceful Warrior,2006-06-23,PG-13,27000.0,7.3
5020,The Santa Clause 3: The Escape Clause,2006-11-03,G,34000.0,4.8
5021,Miss Potter,2007-03-09,PG,28000.0,7.0
5022,Big Momma's House 2,2006-01-27,PG-13,41000.0,4.8
5023,Pulse,2006-08-11,PG-13,28000.0,4.8
5024,The Last Kiss,2006-09-15,R,41000.0,6.4
5025,The Foot Fist Way,2008-09-26,R,12000.0,6.3
5026,The Astronaut Farmer,2007-02-23,PG,22000.0,6.3
5027,Starter for 10,2007-03-09,PG-13,22000.0,6.7
5028,Mini's First Time,2006-07-14,R,8100.0,5.8
5029,Lonely Hearts,2006-10-21,R,20000.0,6.4
5030,A Guide to Recognizing Your Saints,2006-10-13,R,25000.0,7.0
5031,Everyone's Hero,2006-09-15,G,8300.0,5.7
5032,Severance,2006-08-25,R,37000.0,6.5
5033,Loving Annabelle,2007-05-24,Not Rated,12000.0,6.3
5034,Kabhi Alvida Naa Kehna,2006-08-11,Not Rated,19000.0,6.1
5035,Old Joy,2007-01-26,Unrated,7000.0,6.8
5036,The Grudge 2,2006-10-13,PG-13,48000.0,5.1
5037,For Your Consideration,2006-11-22,PG-13,14000.0,6.3
5038,The Sentinel,2006-04-21,PG-13,49000.0,6.1
5039,The Breed,2007-10-19,R,13000.0,5.1
5040,Skinwalkers,2007-08-10,R,13000.0,4.6
5041,Hoot,2006-05-05,PG,8000.0,5.5
5042,Garfield: A Tail of Two Kitties,2006-06-16,PG,40000.0,5.0
5043,There Will Be Blood,2008-01-25,R,535000.0,8.2
5044,No Country for Old Men,2007-11-21,R,886000.0,8.1
5045,Stardust,2007-08-10,PG-13,260000.0,7.6
5046,Gone Baby Gone,2007-10-19,R,258000.0,7.6
5047,Disturbia,2007-04-13,PG-13,226000.0,6.8
5048,Zodiac,2007-03-02,R,486000.0,7.7
5049,Superbad,2007-08-17,R,535000.0,7.6
5050,Transformers,2007-07-03,PG-13,607000.0,7.0
5051,Harry Potter and the Order of the Phoenix,2007-07-11,PG-13,527000.0,7.5
5052,Into the Wild,2007-10-19,R,588000.0,8.1
5053,Ratatouille,2007-06-29,G,660000.0,8.0
5054,Atonement,2008-01-11,R,259000.0,7.8
5055,Shooter,2007-03-23,R,317000.0,7.2
5056,American Gangster,2007-11-02,R,401000.0,7.8
5057,Spider-Man 3,2007-05-04,PG-13,513000.0,6.2
5058,Live Free or Die Hard,2007-06-27,PG-13,394000.0,7.1
5059,Hot Fuzz,2007-04-20,R,476000.0,7.8
5060,Pirates of the Caribbean: at World's End,2007-05-25,PG-13,608000.0,7.1
5061,I Am Legend,2007-12-14,PG-13,704000.0,7.2
5062,Sunshine,2007-07-27,R,238000.0,7.2
5063,Juno,2007-12-25,PG-13,499000.0,7.4
5064,28 Weeks Later,2007-05-11,R,263000.0,7.0
5065,Hitman,2007-11-21,R,163000.0,6.3
5066,Enchanted,2007-11-21,PG,181000.0,7.0
5067,The Mist,2007-11-21,R,287000.0,7.1
5068,Hairspray,2007-07-20,PG,122000.0,6.6
5069,Knocked Up,2007-06-01,R,356000.0,6.9
5070,Sweeney Todd: the Demon Barber of Fleet Street,2007-12-21,R,350000.0,7.3
5071,Grindhouse,2007-04-06,R,180000.0,7.5
5072,Ghost Rider,2007-02-16,PG-13,227000.0,5.3
5073,Hot Rod,2007-08-03,PG-13,80000.0,6.7
5074,The Darjeeling Limited,2007-10-26,R,186000.0,7.2
5075,Bridge to Terabithia,2007-02-16,PG,147000.0,7.1
5076,The Nanny Diaries,2007-08-24,PG-13,57000.0,6.2
5077,Funny Games,2008-04-04,R,93000.0,6.6
5078,Halloween,2007-08-31,R,111000.0,6.1
5079,Eastern Promises,2007-09-21,R,232000.0,7.6
5080,The Bourne Ultimatum,2007-08-03,PG-13,612000.0,8.0
