,name,released_date,rating,votes,score
4173,S1m0ne,2002-08-23,PG-13,59000.0,6.1
4174,Auto Focus,2002-11-01,R,13000.0,6.6
4175,Blood Work,2002-08-09,R,43000.0,6.4
4176,Collateral Damage,2002-02-08,R,73000.0,5.5
4177,Undisputed,2002-08-23,R,30000.0,6.2
4178,The Salton Sea,2002-06-21,R,30000.0,7.1
4179,Ju-on: The Grudge,2003-01-25,R,42000.0,6.7
4180,Barbershop,2002-09-13,PG-13,30000.0,6.3
4181,Whale Rider,2003-08-29,PG-13,40000.0,7.5
4182,Rabbit-Proof Fence,2003-01-31,PG,28000.0,7.4
4183,Trapped,2002-09-20,R,23000.0,6.2
4184,Narc,2003-01-10,R,39000.0,7.1
4185,In America,2004-02-06,PG-13,41000.0,7.7
4186,Dark Blue,2003-02-21,R,21000.0,6.6
4187,Dahmer,2019-01-01,R,9700.0,5.6
4188,Boat Trip,2003-03-21,R,31000.0,4.9
4189,The Magdalene Sisters,2003-08-29,R,26000.0,7.7
4190,Nicholas Nickleby,2003-06-27,PG,12000.0,7.1
4191,Bad Company,2002-06-07,PG-13,45000.0,5.6
4192,8 Women,2002-10-04,R,30000.0,7.1
4193,Spider,2002-11-13,R,36000.0,6.8
4194,Snow Dogs,2002-01-18,PG,26000.0,5.2
4195,The Quiet American,2003-03-07,R,27000.0,7.1
4196,The Santa Clause 2,2002-11-01,G,52000.0,5.7
4197,Laurel Canyon,2003-03-28,R,16000.0,6.4
4198,Slackers,2002-02-01,R,14000.0,5.4
4199,Sorority Boys,2002-03-22,R,14000.0,5.5
4200,The Country Bears,2002-07-26,G,5200.0,4.2
4201,All About the Benjamins,2002-03-08,R,13000.0,5.9
4202,Abandon,2002-10-18,PG-13,9400.0,4.9
4203,Gerry,2002-09-20,R,18000.0,6.1
4204,The Spanish Apartment,2003-06-20,R,40000.0,7.3
4205,Clockstoppers,2002-03-29,PG,14000.0,5.2
4206,Pumpkin,2004-03-12,R,8600.0,6.1
4207,Peter Pan 2: Return to Never Land,2002-02-15,G,19000.0,5.8
4208,Russian Ark,2003-04-19,Not Rated,20000.0,7.4
4209,Poolhall Junkies,2003-02-28,R,9700.0,6.9
4210,Feardotcom,2002-08-30,R,20000.0,3.4
4211,Morvern Callar,2002-11-01,R,9500.0,6.8
4212,No Good Deed,2014-11-20,R,7100.0,5.4
4213,Darkness,2004-12-25,PG-13,19000.0,5.4
4214,Analyze That,2002-12-06,R,83000.0,5.9
4215,The Banger Sisters,2002-09-20,R,15000.0,5.6
4216,Demonlover,2002-11-06,R,5100.0,5.9
4217,The Wild Thornberrys,2002-12-20,PG,14000.0,5.6
4218,The Adventures of Pluto Nash,2002-08-16,PG-13,25000.0,3.8
4219,Bloody Sunday,2002-04-19,R,24000.0,7.6
4220,Eight Crazy Nights,2002-11-27,PG-13,22000.0,5.3
4221,Full Frontal,2002-08-02,R,9500.0,4.7
4222,Moonlight Mile,2002-10-04,PG-13,14000.0,6.6
4223,Half Past Dead,2002-11-15,PG-13,15000.0,4.6
4224,Life or Something Like It,2002-04-26,PG-13,24000.0,5.8
4225,Showtime,2002-03-15,PG-13,61000.0,5.5
4226,Open Hearts,2002-09-06,R,9800.0,7.5
4227,Ted Bundy,2002-11-22,R,7300.0,5.8
4228,Sex Is Comedy,2002-06-05,R,2800.0,5.6
4229,Ballistic: Ecks vs. Sever,2002-09-20,R,19000.0,3.7
4230,Brown Sugar,2002-10-11,PG-13,8700.0,6.5
4231,Deuces Wild,2002-05-03,R,7100.0,5.6
4232,Pinocchio,2002-12-25,G,7900.0,4.4
4233,The Emperor's Club,2002-11-22,PG-13,17000.0,6.9
4234,All or Nothing,2002-10-18,R,10000.0,7.5
4235,Sweet Sixteen,2002-10-04,R,13000.0,7.4
4236,Real Women Have Curves,2002-11-08,PG-13,7200.0,6.9
4237,The Crocodile Hunter: Collision Course,2002-07-12,PG,6400.0,5.4
4238,Possession,2002-08-30,PG-13,13000.0,6.3
4239,City by the Sea,2002-09-06,R,24000.0,6.1
4240,Heaven,2002-02-21,R,24000.0,7.0
4241,XX/XY,2003-07-18,R,3100.0,5.9
4242,Sonny,2003-03-21,R,4000.0,5.6
4243,Kill Bill: Vol. 1,2003-10-10,R,1000000.0,8.1
4244,Pirates of the Caribbean: the Curse of the Black Pearl,2003-07-09,PG-13,1000000.0,8.0
4245,The Lord of the Rings: The Return of the King,2003-12-17,PG-13,1700000.0,8.9
4246,Old School,2003-02-21,R,219000.0,7.1
4247,Mystic River,2003-10-15,R,430000.0,7.9
4248,Love Actually,2003-11-14,R,444000.0,7.6
4249,The Life of David Gale,2003-02-21,R,114000.0,7.5
4250,2 Fast 2 Furious,2003-06-06,PG-13,259000.0,5.9
4251,Underworld,2003-09-19,R,258000.0,7.0
4252,Oldboy,2003-11-21,R,532000.0,8.4
4253,Lost in Translation,2003-10-03,R,426000.0,7.7
4254,Looney Tunes: Back in Action,2003-11-14,PG,35000.0,5.7
4255,Big Fish,2004-01-09,PG-13,422000.0,8.0
4256,The Matrix Reloaded,2003-05-15,R,529000.0,7.2
4257,The Dreamers,2004-02-20,NC-17,114000.0,7.2
4258,Memories of Murder,2003-05-02,Not Rated,152000.0,8.1
4259,Finding Nemo,2003-05-30,G,972000.0,8.1
4260,Hulk,2003-06-20,PG-13,255000.0,5.6
4261,School of Rock,2003-10-03,PG-13,283000.0,7.1
4262,Thirteen,2003-09-19,R,81000.0,6.8
4263,Wrong Turn,2003-05-30,R,113000.0,6.1
4264,The Italian Job,2003-05-30,PG-13,350000.0,7.0
4265,Terminator 3: Rise of the Machines,2003-07-02,R,383000.0,6.3
4266,Peter Pan,2003-12-25,PG,68000.0,6.8
4267,Monster,2004-01-30,R,140000.0,7.3
4268,The Matrix Revolutions,2003-11-05,R,459000.0,6.7
4269,Daredevil,2003-02-14,PG-13,209000.0,5.3
4270,Master and Commander: the Far Side of the World,2003-11-14,PG-13,208000.0,7.4
4271,The Missing,2003-11-26,R,34000.0,6.5
4272,The Room,2003-06-27,R,84000.0,3.7
4273,The Texas Chainsaw Massacre,2003-10-17,R,133000.0,6.2
4274,S.W.A.T.,2003-08-08,PG-13,141000.0,6.0
4275,The Last Samurai,2003-12-05,R,409000.0,7.7
4276,Holes,2003-04-18,PG,81000.0,7.0
4277,Timeline,2003-11-26,PG-13,61000.0,5.7
4278,X2: X-Men United,2003-05-02,PG-13,521000.0,7.4
4279,The Rundown,2003-09-26,PG-13,103000.0,6.7
4280,House of 1000 Corpses,2003-04-11,R,80000.0,6.1
4281,Identity,2003-04-25,R,233000.0,7.3
4282,Once Upon a Time in Mexico,2003-09-12,R,156000.0,6.4
4283,Swimming Pool,2003-08-01,R,43000.0,6.7
4284,Cold Mountain,2003-12-25,R,142000.0,7.2
4285,Cheaper by the Dozen,2003-12-25,PG,96000.0,5.9
4286,In the Cut,2003-10-31,R,22000.0,5.3
4287,Secondhand Lions,2003-09-19,PG,54000.0,7.5
4288,Scary Movie 3,2003-10-24,PG-13,140000.0,5.5
4289,How to Lose a Guy in 10 Days,2003-02-07,PG-13,218000.0,6.4
4290,The League of Extraordinary Gentlemen,2003-07-11,PG-13,171000.0,5.8
4291,What a Girl Wants,2003-04-04,PG,61000.0,5.8
4292,Bad Boys II,2003-07-18,R,237000.0,6.6
4293,Open Range,2003-08-15,R,68000.0,7.4
4294,Mona Lisa Smile,2003-12-19,PG-13,79000.0,6.5
4295,Freddy vs. Jason,2003-08-15,R,113000.0,5.7
4296,Bruce Almighty,2003-05-23,PG-13,380000.0,6.7
4297,Dogville,2004-04-23,R,141000.0,8.0
4298,Elf,2003-11-07,PG,235000.0,7.0
4299,Freaky Friday,2003-08-06,PG,129000.0,6.2
4300,Charlie's Angels: Full Throttle,2003-06-27,PG-13,123000.0,4.9
4301,Legally Blonde 2,2003-07-02,PG-13,63000.0,4.8
4302,Dickie Roberts: Former Child Star,2003-09-05,PG-13,14000.0,5.6
4303,Anger Management,2003-04-11,PG-13,207000.0,6.2
4304,Open Water,2004-08-20,R,52000.0,5.7
4305,Something's Gotta Give,2003-12-12,PG-13,115000.0,6.7
4306,Girl with a Pearl Earring,2004-01-30,PG-13,74000.0,6.9
4307,The Cat in the Hat,2003-11-21,PG,59000.0,4.0
4308,Brother Bear,2003-11-01,G,101000.0,6.8
4309,The Brown Bunny,2003-11-14,Not Rated,14000.0,5.0
4310,Tears of the Sun,2003-03-07,R,115000.0,6.6
4311,Final Destination 2,2003-01-31,R,156000.0,6.2
4312,21 Grams,2004-01-16,R,228000.0,7.6
4313,Intolerable Cruelty,2003-10-10,PG-13,93000.0,6.2
4314,Johnny English,2003-07-18,PG,152000.0,6.2
4315,The Hunted,2003-03-14,R,45000.0,6.1
4316,Matchstick Men,2003-09-12,PG-13,126000.0,7.3
4317,Under the Tuscan Sun,2003-09-26,PG-13,49000.0,6.8
4318,Seabiscuit,2003-07-25,PG-13,68000.0,7.3
4319,American Wedding,2003-08-01,R,198000.0,6.3
4320,Just Married,2003-01-10,PG-13,69000.0,5.5
4321,High Tension,2005-06-10,R,69000.0,6.8
4322,Lara Croft Tomb Raider: The Cradle of Life,2003-07-25,PG-13,132000.0,5.6
4323,Elephant,2003-11-14,R,88000.0,7.2
4324,Darkness Falls,2003-01-24,PG-13,31000.0,5.0
4325,Spy Kids 3-D: Game Over,2003-07-25,PG,57000.0,4.3
4326,Gigli,2003-08-01,R,46000.0,2.5
4327,Out of Time,2003-10-03,PG-13,58000.0,6.5
4328,The Core,2003-03-28,PG-13,95000.0,5.5
4329,Dumb and Dumberer: When Harry Met Lloyd,2003-06-13,PG-13,38000.0,3.4
4330,Runaway Jury,2003-10-17,PG-13,94000.0,7.1
4331,Jeepers Creepers 2,2003-08-29,R,60000.0,5.6
4332,Shanghai Knights,2003-02-07,PG-13,102000.0,6.2
4333,Dreamcatcher,2003-03-21,R,90000.0,5.5
4334,"Spring, Summer, Fall, Winter... and Spring",2004-05-28,R,79000.0,8.0
4335,Daddy Day Care,2003-05-09,PG,65000.0,5.6
4336,Paycheck,2003-12-25,PG-13,105000.0,6.3
4337,Duplex,2003-09-26,PG-13,56000.0,5.9
4338,Honey,2003-12-05,PG-13,44000.0,5.4
4339,Wonderland,2003-10-24,R,22000.0,6.6
4340,The Haunted Mansion,2003-11-26,PG,44000.0,5.1
4341,Sinbad: Legend of the Seven Seas,2003-07-02,PG,51000.0,6.7
4342,House of the Dead,2003-10-10,R,36000.0,2.1
4343,Gods and Generals,2003-02-21,PG-13,16000.0,6.3
4344,House of Sand and Fog,2004-01-09,R,66000.0,7.5
4345,A Man Apart,2003-04-04,R,46000.0,6.1
4346,The Station Agent,2003-12-05,R,68000.0,7.6
4347,Good Bye Lenin!,2004-05-14,R,140000.0,7.7
4348,Basic,2003-03-28,R,61000.0,6.5
4349,The Human Stain,2003-12-18,R,30000.0,6.3
4350,Grind,2003-08-15,PG-13,12000.0,6.0
4351,Gothika,2003-11-21,R,108000.0,5.8
4352,Agent Cody Banks,2003-03-14,PG,34000.0,5.1
4353,Ong-Bak: The Thai Warrior,2005-02-11,R,72000.0,7.2
4354,Bad Santa,2003-11-26,R,137000.0,7.0
4355,Shattered Glass,2003-11-26,PG-13,34000.0,7.1
4356,The Lizzie McGuire Movie,2003-05-02,PG,37000.0,5.5
4357,The Cooler,2004-01-16,R,33000.0,6.9
4358,Cradle 2 the Grave,2003-02-28,R,42000.0,5.8
4359,Uptown Girls,2003-08-15,PG-13,36000.0,6.2
4360,A Mighty Wind,2003-05-09,PG-13,27000.0,7.2
4361,Cold Creek Manor,2003-09-19,R,22000.0,5.0
4362,Calendar Girls,2004-01-01,PG-13,24000.0,6.9
4363,Kal Ho Naa Ho,2003-11-28,Not Rated,65000.0,7.9
4364,View from the Top,2003-03-21,PG-13,26000.0,5.3
4365,Malibu's Most Wanted,2003-04-18,PG-13,19000.0,5.2
4366,Kangaroo Jack,2003-01-17,PG,30000.0,4.4
4367,The Return,2003-06-25,Not Rated,44000.0,8.0
4368,Radio,2003-10-24,PG,39000.0,6.9
4369,The Recruit,2003-01-31,PG-13,131000.0,6.6
4370,Coffee and Cigarettes,2004-06-11,R,61000.0,7.1
4371,Young Adam,2003-09-26,NC-17,13000.0,6.4
4372,Hollywood Homicide,2003-06-13,PG-13,36000.0,5.3
4373,Evil,2003-09-26,Not Rated,36000.0,7.8
4374,National Security,2003-01-17,PG-13,49000.0,5.6
4375,The Triplets of Belleville,2004-02-13,PG-13,51000.0,7.8
4376,Untold Scandal,2003-10-02,R,2200.0,6.9
4377,Twentynine Palms,2003-09-17,Unrated,4400.0,5.2
4378,Stuck on You,2003-12-12,PG-13,52000.0,5.7
4379,Ned Kelly,2004-03-26,R,26000.0,6.5
4380,Tokyo Godfathers,2003-11-08,PG-13,33000.0,7.8
4381,Dorm Daze,2004-08-20,R,7700.0,4.6
4382,The Blind Swordsman: Zatoichi,2003-09-06,R,48000.0,7.5
4383,Bright Young Things,2003-10-03,R,5400.0,6.6
4384,Love Me If You Dare,2004-05-28,R,68000.0,7.6
4385,Bulletproof Monk,2003-04-16,PG-13,48000.0,5.5
4386,Down with Love,2003-05-16,PG-13,40000.0,6.3
4387,Biker Boyz,2003-01-31,PG-13,13000.0,4.7
4388,The Green Butchers,2003-03-21,R,21000.0,7.3
4389,The Medallion,2003-08-22,PG-13,40000.0,5.3
4390,American Splendor,2003-09-12,R,48000.0,7.4
4391,The Shape of Things,2003-05-16,R,11000.0,6.7
4392,Party Monster,2003-10-17,R,15000.0,6.3
4393,Bringing Down the House,2003-03-07,PG-13,35000.0,5.6
4394,Willard,2003-03-14,PG-13,18000.0,6.1
4395,Love Don't Cost a Thing,2003-12-12,PG-13,8200.0,5.2
4396,The Best of Youth,2003-06-20,R,21000.0,8.5
4397,The in-Laws,2003-05-23,PG-13,16000.0,5.7
4398,Confidence,2003-04-25,R,34000.0,6.7
4399,Latter Days,2004-07-01,R,17000.0,7.0
4400,Beyond Borders,2003-10-24,R,26000.0,6.5
4401,It Runs in the Family,2003-04-25,PG-13,4700.0,5.6
4402,Chasing Papi,2003-04-16,PG,4000.0,4.8
4403,The Fighting Temptations,2003-09-19,PG-13,6900.0,5.6
4404,Anything Else,2003-09-19,R,30000.0,6.3
4405,I Capture the Castle,2003-08-08,R,7200.0,6.9
4406,Camp,2003-08-29,PG-13,5700.0,6.2
4407,The Jungle Book 2,2003-02-14,G,15000.0,5.4
4408,My Boss's Daughter,2003-08-22,PG-13,29000.0,4.7
4409,A Guy Thing,2003-01-17,PG-13,17000.0,5.6
4410,Intermission,2004-04-16,R,15000.0,6.8
4411,All the Real Girls,2003-08-01,R,10000.0,6.8
4412,From Justin to Kelly,2003-06-20,PG,25000.0,2.1
4413,Owning Mahowny,2003-09-25,R,13000.0,7.1
4414,Head of State,2003-03-28,PG-13,18000.0,5.5
4415,The Singing Detective,2003-11-14,R,8200.0,5.5
4416,Pieces of April,2003-11-28,PG-13,20000.0,7.0
4417,Code 46,2004-09-17,R,20000.0,6.2
4418,Time of the Wolf,2003-10-08,R,10000.0,6.6
4419,Barely Legal,2006-05-25,R,5900.0,4.7
4420,Nathalie...,2004-01-07,R,4500.0,6.3
4421,The Order,2003-09-05,R,17000.0,5.2
4422,Gozu,2004-07-14,R,11000.0,7.0
4423,Veronica Guerin,2003-10-17,R,20000.0,6.9
4424,Shade,2004-05-09,R,12000.0,6.3
4425,The Mother,2004-06-18,R,4000.0,6.8
4426,Sylvia,2003-10-31,R,10000.0,6.3
4427,Rugrats Go Wild,2003-06-13,PG,7900.0,5.6
4428,The Divorce,2003-08-29,PG-13,11000.0,4.9
4429,Luther,2003-09-26,PG-13,15000.0,6.6
4430,Pride and Prejudice,2003-12-05,PG,2500.0,5.1
4431,Saints and Soldiers,2005-03-25,PG-13,20000.0,6.7
4432,Carandiru,2003-04-11,R,19000.0,7.6
4433,Taxi 3,2003-01-29,Not Rated,41000.0,5.8
4434,My Life Without Me,2003-03-07,R,24000.0,7.5
4435,The Company,2004-05-07,PG-13,6300.0,6.3
4436,The Barbarian Invasions,2004-03-05,R,29000.0,7.6
4437,Good Boy,2003-10-10,PG,4100.0,5.1
4438,The United States of Leland,2005-03-25,R,23000.0,7.0
4439,How to Deal,2003-07-18,PG-13,9300.0,5.6
4440,It's All About Love,2003-01-10,R,8100.0,5.4
4441,Masked and Anonymous,2003-08-08,PG-13,4500.0,5.4
4442,Control,2003-11-20,R,25000.0,7.6
4443,The Girl Next Door,2004-04-09,R,208000.0,6.7
4444,EuroTrip,2004-02-20,R,200000.0,6.6
4445,Dodgeball: A True Underdog Story,2004-06-18,PG-13,235000.0,6.7
4446,White Chicks,2004-06-23,PG-13,135000.0,5.6
4447,Mean Girls,2004-04-30,PG-13,347000.0,7.0
4448,Harry Potter and the Prisoner of Azkaban,2004-06-04,PG,570000.0,7.9
4449,Troy,2004-05-14,R,500000.0,7.2
4450,Eternal Sunshine of the Spotless Mind,2004-03-19,R,935000.0,8.3
4451,Kill Bill: Vol. 2,2004-04-16,R,702000.0,8.0
4452,The Notebook,2004-06-25,PG-13,534000.0,7.8
4453,The Terminal,2004-06-18,PG-13,421000.0,7.4
4454,Van Helsing,2004-05-07,PG-13,251000.0,6.1
4455,The Incredibles,2004-11-05,PG,673000.0,8.0
4456,Saw,2004-10-29,R,391000.0,7.6
4457,Collateral,2004-08-06,R,373000.0,7.5
4458,The Aviator,2004-12-25,PG-13,342000.0,7.5
4459,Spider-Man 2,2004-06-30,PG-13,559000.0,7.3
4460,The Punisher,2004-04-16,R,152000.0,6.4
4461,"I, Robot",2004-07-16,PG-13,509000.0,7.1
4462,Howl's Moving Castle,2005-06-17,PG,350000.0,8.2
4463,Spanglish,2004-12-17,PG-13,81000.0,6.4
4464,Million Dollar Baby,2005-01-28,PG-13,650000.0,8.1
4465,Shaun of the Dead,2004-09-24,R,525000.0,7.9
4466,The Village,2004-07-30,PG-13,247000.0,6.5
4467,My Summer of Love,2005-07-01,R,20000.0,6.7
4468,The Butterfly Effect,2004-01-23,R,460000.0,7.6
4469,The Day After Tomorrow,2004-05-28,PG-13,424000.0,6.4
4470,Layer Cake,2005-06-03,R,171000.0,7.3
4471,Napoleon Dynamite,2004-08-27,PG,204000.0,6.9
4472,50 First Dates,2004-02-13,PG-13,335000.0,6.8
4473,Man on Fire,2004-04-23,R,336000.0,7.7
4474,Downfall,2005-04-08,R,338000.0,8.2
4475,13 Going on 30,2004-04-23,PG-13,174000.0,6.2
4476,Shrek 2,2004-05-19,PG,431000.0,7.2
4477,Crash,2005-05-06,R,424000.0,7.7
4478,The Bourne Supremacy,2004-07-23,PG-13,443000.0,7.7
4479,Dawn of the Dead,2004-03-19,R,243000.0,7.3
4480,The Passion of the Christ,2004-02-25,R,221000.0,7.2
4481,Resident Evil: Apocalypse,2004-09-10,R,190000.0,6.2
4482,Hellboy,2004-04-02,PG-13,312000.0,6.8
4483,Anchorman: The Legend of Ron Burgundy,2004-07-09,PG-13,337000.0,7.2
4484,Walking Tall,2004-04-02,PG-13,72000.0,6.3
4485,The Life Aquatic with Steve Zissou,2004-12-25,R,185000.0,7.3
4486,A Series of Unfortunate Events,2004-12-17,PG,199000.0,6.8
4487,The Machinist,2004-12-03,R,366000.0,7.7
4488,The Phantom of the Opera,2004-12-10,PG-13,118000.0,7.2
4489,Closer,2004-12-03,R,207000.0,7.2
4490,National Treasure,2004-11-19,PG,311000.0,6.9
4491,Alexander,2004-11-24,R,165000.0,5.6
4492,The Chronicles of Riddick,2004-06-11,R,218000.0,6.7
4493,9 Songs,2005-03-11,Not Rated,22000.0,4.8
4494,The Manchurian Candidate,2004-07-30,R,107000.0,6.6
4495,King Arthur,2004-07-07,PG-13,162000.0,6.3
4496,Ocean's Twelve,2004-12-10,PG-13,367000.0,6.5
4497,Harold & Kumar Go to White Castle,2004-07-30,R,185000.0,7.0
4498,Blade: Trinity,2004-12-08,R,169000.0,5.8
4499,Alien vs. Predator,2004-08-13,PG-13,188000.0,5.6
4500,Meet the Fockers,2004-12-22,PG-13,257000.0,6.3
4501,Sideways,2004-10-22,R,183000.0,7.5
4502,Friday Night Lights,2004-10-08,PG-13,60000.0,7.2
4503,Starsky & Hutch,2004-03-05,PG-13,141000.0,6.1
4504,Shark Tale,2004-10-01,PG,171000.0,6.0
4505,Before Sunset,2004-07-30,R,244000.0,8.1
4506,Ella Enchanted,2004-04-09,PG,64000.0,6.3
4507,Primer,2005-05-27,PG-13,101000.0,6.9
4508,A Cinderella Story,2004-07-16,PG,83000.0,5.9
4509,Along Came Polly,2004-01-16,PG-13,129000.0,6.0
4510,Somersault,2004-09-16,Not Rated,7600.0,6.7
4511,The SpongeBob SquarePants Movie,2004-11-19,PG,82000.0,7.1
4512,Scooby-Doo 2: Monsters Unleashed,2004-03-26,PG,52000.0,5.1
4513,The Ladykillers,2004-03-26,R,101000.0,6.2
4514,Hotel Rwanda,2005-02-04,PG-13,340000.0,8.1
4515,Taking Lives,2004-03-19,R,84000.0,6.2
4516,Kung Fu Hustle,2005-04-22,R,130000.0,7.7
4517,The Perfect Score,2004-01-30,PG-13,24000.0,5.7
4518,Garden State,2004-08-20,R,209000.0,7.4
4519,The Princess Diaries 2: Royal Engagement,2004-08-11,G,76000.0,5.8
4520,Twisted,2004-02-27,R,21000.0,5.3
4521,Catwoman,2004-07-23,PG-13,113000.0,3.4
4522,Seed of Chucky,2004-11-12,R,40000.0,4.8
4523,2046,2004-09-29,R,53000.0,7.4
4524,Torque,2004-01-16,PG-13,27000.0,4.1
4525,Ray,2004-10-29,PG-13,141000.0,7.7
4526,Chasing Liberty,2004-01-09,PG-13,37000.0,6.1
4527,Secret Window,2004-03-12,PG-13,186000.0,6.5
4528,Bride & Prejudice,2005-03-11,PG-13,20000.0,6.2
4529,Finding Neverland,2004-12-17,PG,201000.0,7.7
4530,Team America: World Police,2004-10-15,R,162000.0,7.2
4531,Sleepover,2004-07-09,PG,16000.0,5.4
4532,The Grudge,2004-10-22,PG-13,140000.0,5.9
4533,Around the World in 80 Days,2004-06-16,PG,87000.0,5.9
4534,Wimbledon,2004-09-17,PG-13,61000.0,6.3
4535,The Adventures of Sharkboy and Lavagirl 3-D,2005-06-10,PG,35000.0,3.7
4536,The Polar Express,2004-11-10,G,185000.0,6.6
4537,Without a Paddle,2004-08-20,PG-13,45000.0,5.9
4538,Miracle,2004-02-06,PG,50000.0,7.5
4539,Mindhunters,2005-05-13,R,59000.0,6.4
4540,Mysterious Skin,2005-06-24,Unrated,67000.0,7.6
4541,The Prince and Me,2004-04-02,PG,38000.0,5.9
4542,Taxi,2004-10-06,PG-13,41000.0,4.5
4543,Wicker Park,2004-09-03,PG-13,53000.0,7.0
4544,Cellular,2004-09-10,PG-13,95000.0,6.5
4545,Kinsey,2005-01-07,R,48000.0,7.1
4546,Anacondas: The Hunt for the Blood Orchid,2004-08-27,PG-13,30000.0,4.7
4547,The Heart Is Deceitful Above All Things,2005-01-19,R,6500.0,6.4
4548,Confessions of a Teenage Drama Queen,2004-02-20,PG,28000.0,4.7
4549,Raising Helen,2004-05-28,PG-13,36000.0,6.0
4550,Fat Albert,2004-12-25,PG,12000.0,4.3
4551,Sky Captain and the World of Tomorrow,2004-09-17,PG,83000.0,6.0
4552,The Final Cut,2004-10-15,PG-13,32000.0,6.2
4553,The Stepford Wives,2004-06-11,PG-13,62000.0,5.3
4554,Shall We Dance,2004-10-15,PG-13,45000.0,6.1
4555,House of Flying Daggers,2005-01-14,PG-13,109000.0,7.5
4556,District B13,2006-06-02,R,68000.0,7.1
4557,Dead Man's Shoes,2004-10-01,Not Rated,51000.0,7.6
4558,After the Sunset,2004-11-12,PG-13,45000.0,6.3
4559,A Very Long Engagement,2005-01-14,R,72000.0,7.6
4560,The Forgotten,2004-09-24,PG-13,65000.0,5.8
4561,Flight of the Phoenix,2004-12-17,PG-13,52000.0,6.1
4562,Saved!,2004-06-11,PG-13,45000.0,6.7
4563,Garfield,2004-06-11,PG,81000.0,5.0
4564,In Good Company,2005-01-14,PG-13,54000.0,6.4
4565,First Daughter,2004-09-24,PG,21000.0,5.1
4566,Jersey Girl,2004-03-26,PG-13,64000.0,6.2
4567,The Alamo,2004-04-09,PG-13,20000.0,6.0
4568,A Love Song for Bobby Long,2005-01-21,R,25000.0,7.1
4569,Raise Your Voice,2004-10-08,PG,27000.0,5.9
4570,Hidalgo,2004-03-05,PG-13,79000.0,6.7
4571,Bridget Jones: The Edge of Reason,2004-11-19,R,109000.0,6.0
4572,Mean Creek,2004-09-29,R,31000.0,7.2
4573,Dirty Dancing: Havana Nights,2004-02-27,PG-13,27000.0,6.0
4574,D.E.B.S.,2005-03-25,PG-13,15000.0,5.3
4575,The Motorcycle Diaries,2004-10-15,R,98000.0,7.8
4576,Club Dread,2004-02-27,R,29000.0,5.7
4577,Eros,2004-12-03,R,6400.0,6.0
4578,Bad Education,2005-02-11,NC-17,57000.0,7.4
4579,Soul Plane,2004-05-28,R,22000.0,4.5
4580,3-Iron,2004-10-15,R,52000.0,8.0
4581,Thunderbirds,2004-07-30,PG,13000.0,4.3
4582,New York Minute,2004-05-07,PG,22000.0,5.0
4583,Birth,2004-10-29,R,35000.0,6.2
4584,Vanity Fair,2004-09-01,PG-13,21000.0,6.2
4585,Exorcist: the Beginning,2004-08-20,R,34000.0,5.1
4586,A Dirty Shame,2004-09-24,NC-17,12000.0,5.1
4587,Swades,2004-12-17,Not Rated,86000.0,8.2
4588,I Heart Huckabees,2004-10-22,R,63000.0,6.6
4589,The Sea Inside,2005-03-04,PG-13,79000.0,8.0
4590,The Door in the Floor,2004-08-06,R,15000.0,6.7
4591,The Whole Ten Yards,2004-04-09,PG-13,55000.0,5.5
4592,Envy,2004-04-30,PG-13,30000.0,4.8
4593,Alfie,2004-11-05,R,51000.0,6.2
4594,Superbabies: Baby Geniuses 2,2004-08-27,PG,30000.0,1.9
4595,Nobody Knows,2004-10-21,PG-13,26000.0,8.1
4596,Black Friday,2007-02-09,Not Rated,20000.0,8.5
4597,Johnson Family Vacation,2004-04-07,PG-13,7400.0,4.5
4598,The Chorus,2004-03-17,PG-13,59000.0,7.9
4599,The Woodsman,2005-01-28,R,33000.0,7.2
4600,Three... Extremes,2004-08-20,R,19000.0,7.0
4601,Spartan,2004-03-12,R,29000.0,6.5
4602,Home on the Range,2004-04-02,PG,21000.0,5.4
4603,Christmas with the Kranks,2004-11-24,PG,45000.0,5.4
4604,Win a Date with Tad Hamilton!,2004-01-23,PG-13,27000.0,5.6
4605,Night Watch,2006-03-03,R,53000.0,6.4
4606,The Merchant of Venice,2005-02-18,R,36000.0,7.0
4607,Ladder 49,2004-10-01,PG-13,55000.0,6.5
4608,The Libertine,2006-03-10,R,35000.0,6.3
4609,Ma mère,2004-05-19,NC-17,6600.0,5.1
4610,You Got Served,2004-01-30,PG-13,26000.0,3.9
4611,A Good Woman,2005-05-13,PG,12000.0,6.5
4612,Beyond the Sea,2004-12-29,PG-13,15000.0,6.7
4613,Ladies in Lavender,2005-05-27,PG-13,11000.0,7.0
4614,Eulogy,2004-09-26,R,8700.0,6.5
4615,Before the Fall,2005-01-13,R,15000.0,7.4
4616,Saving Face,2005-06-24,R,11000.0,7.4
4617,The Big Bounce,2004-01-30,PG-13,18000.0,4.9
4618,Veer-Zaara,2004-11-12,Not Rated,50000.0,7.8
4619,Little Black Book,2004-08-06,PG-13,18000.0,5.3
4620,Laws of Attraction,2004-04-30,PG-13,23000.0,5.9
4621,Undertow,2004-12-17,R,8600.0,6.6
4622,Head in the Clouds,2004-10-30,R,15000.0,6.6
4623,Maria Full of Grace,2004-08-06,R,34000.0,7.4
4624,Vera Drake,2005-02-04,R,24000.0,7.6
4625,Millions,2005-04-29,PG,25000.0,6.9
